#index     query     filename
 11     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 200.00 AND y <= 300.00 AND z > 200.00 AND z <= 300.00"     subvol_N_0_2_2_snapnum_48.csv
 12     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 200.00 AND y <= 300.00 AND z > 300.00 AND z <= 400.00"     subvol_N_0_2_3_snapnum_48.csv
 13     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 300.00 AND y <= 400.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_0_3_0_snapnum_48.csv
 14     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 300.00 AND y <= 400.00 AND z > 100.00 AND z <= 200.00"     subvol_N_0_3_1_snapnum_48.csv
 15     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 300.00 AND y <= 400.00 AND z > 200.00 AND z <= 300.00"     subvol_N_0_3_2_snapnum_48.csv
 16     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x >= 0.0000 AND x <= 100.00 AND y > 300.00 AND y <= 400.00 AND z > 300.00 AND z <= 400.00"     subvol_N_0_3_3_snapnum_48.csv
 17     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y >= 0.0000 AND y <= 100.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_1_0_0_snapnum_48.csv
 18     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y >= 0.0000 AND y <= 100.00 AND z > 100.00 AND z <= 200.00"     subvol_N_1_0_1_snapnum_48.csv
 19     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y >= 0.0000 AND y <= 100.00 AND z > 200.00 AND z <= 300.00"     subvol_N_1_0_2_snapnum_48.csv
 20     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y >= 0.0000 AND y <= 100.00 AND z > 300.00 AND z <= 400.00"     subvol_N_1_0_3_snapnum_48.csv
 21     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 100.00 AND y <= 200.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_1_1_0_snapnum_48.csv
 22     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 100.00 AND y <= 200.00 AND z > 100.00 AND z <= 200.00"     subvol_N_1_1_1_snapnum_48.csv
 23     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 100.00 AND y <= 200.00 AND z > 200.00 AND z <= 300.00"     subvol_N_1_1_2_snapnum_48.csv
 24     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 100.00 AND y <= 200.00 AND z > 300.00 AND z <= 400.00"     subvol_N_1_1_3_snapnum_48.csv
 25     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 200.00 AND y <= 300.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_1_2_0_snapnum_48.csv
 26     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 200.00 AND y <= 300.00 AND z > 100.00 AND z <= 200.00"     subvol_N_1_2_1_snapnum_48.csv
 27     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 200.00 AND y <= 300.00 AND z > 200.00 AND z <= 300.00"     subvol_N_1_2_2_snapnum_48.csv
 28     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 200.00 AND y <= 300.00 AND z > 300.00 AND z <= 400.00"     subvol_N_1_2_3_snapnum_48.csv
 29     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 300.00 AND y <= 400.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_1_3_0_snapnum_48.csv
 30     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 300.00 AND y <= 400.00 AND z > 100.00 AND z <= 200.00"     subvol_N_1_3_1_snapnum_48.csv
 31     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 300.00 AND y <= 400.00 AND z > 200.00 AND z <= 300.00"     subvol_N_1_3_2_snapnum_48.csv
 32     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 100.00 AND x <= 200.00 AND y > 300.00 AND y <= 400.00 AND z > 300.00 AND z <= 400.00"     subvol_N_1_3_3_snapnum_48.csv
 33     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y >= 0.0000 AND y <= 100.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_2_0_0_snapnum_48.csv
 34     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y >= 0.0000 AND y <= 100.00 AND z > 100.00 AND z <= 200.00"     subvol_N_2_0_1_snapnum_48.csv
 35     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y >= 0.0000 AND y <= 100.00 AND z > 200.00 AND z <= 300.00"     subvol_N_2_0_2_snapnum_48.csv
 36     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y >= 0.0000 AND y <= 100.00 AND z > 300.00 AND z <= 400.00"     subvol_N_2_0_3_snapnum_48.csv
 37     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 100.00 AND y <= 200.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_2_1_0_snapnum_48.csv
 38     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 100.00 AND y <= 200.00 AND z > 100.00 AND z <= 200.00"     subvol_N_2_1_1_snapnum_48.csv
 39     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 100.00 AND y <= 200.00 AND z > 200.00 AND z <= 300.00"     subvol_N_2_1_2_snapnum_48.csv
 40     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 100.00 AND y <= 200.00 AND z > 300.00 AND z <= 400.00"     subvol_N_2_1_3_snapnum_48.csv
 41     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 200.00 AND y <= 300.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_2_2_0_snapnum_48.csv
 42     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 200.00 AND y <= 300.00 AND z > 100.00 AND z <= 200.00"     subvol_N_2_2_1_snapnum_48.csv
 43     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 200.00 AND y <= 300.00 AND z > 200.00 AND z <= 300.00"     subvol_N_2_2_2_snapnum_48.csv
 44     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 200.00 AND y <= 300.00 AND z > 300.00 AND z <= 400.00"     subvol_N_2_2_3_snapnum_48.csv
 45     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 300.00 AND y <= 400.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_2_3_0_snapnum_48.csv
 46     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 300.00 AND y <= 400.00 AND z > 100.00 AND z <= 200.00"     subvol_N_2_3_1_snapnum_48.csv
 47     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 300.00 AND y <= 400.00 AND z > 200.00 AND z <= 300.00"     subvol_N_2_3_2_snapnum_48.csv
 48     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 200.00 AND x <= 300.00 AND y > 300.00 AND y <= 400.00 AND z > 300.00 AND z <= 400.00"     subvol_N_2_3_3_snapnum_48.csv
 49     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y >= 0.0000 AND y <= 100.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_3_0_0_snapnum_48.csv
 50     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y >= 0.0000 AND y <= 100.00 AND z > 100.00 AND z <= 200.00"     subvol_N_3_0_1_snapnum_48.csv
 51     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y >= 0.0000 AND y <= 100.00 AND z > 200.00 AND z <= 300.00"     subvol_N_3_0_2_snapnum_48.csv
 52     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y >= 0.0000 AND y <= 100.00 AND z > 300.00 AND z <= 400.00"     subvol_N_3_0_3_snapnum_48.csv
 53     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 100.00 AND y <= 200.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_3_1_0_snapnum_48.csv
 54     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 100.00 AND y <= 200.00 AND z > 100.00 AND z <= 200.00"     subvol_N_3_1_1_snapnum_48.csv
 55     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 100.00 AND y <= 200.00 AND z > 200.00 AND z <= 300.00"     subvol_N_3_1_2_snapnum_48.csv
 56     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 100.00 AND y <= 200.00 AND z > 300.00 AND z <= 400.00"     subvol_N_3_1_3_snapnum_48.csv
 57     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 200.00 AND y <= 300.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_3_2_0_snapnum_48.csv
 58     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 200.00 AND y <= 300.00 AND z > 100.00 AND z <= 200.00"     subvol_N_3_2_1_snapnum_48.csv
 59     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 200.00 AND y <= 300.00 AND z > 200.00 AND z <= 300.00"     subvol_N_3_2_2_snapnum_48.csv
 60     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 200.00 AND y <= 300.00 AND z > 300.00 AND z <= 400.00"     subvol_N_3_2_3_snapnum_48.csv
 61     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 300.00 AND y <= 400.00 AND z >= 0.0000 AND z <= 100.00"     subvol_N_3_3_0_snapnum_48.csv
 62     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 300.00 AND y <= 400.00 AND z > 100.00 AND z <= 200.00"     subvol_N_3_3_1_snapnum_48.csv
 63     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 300.00 AND y <= 400.00 AND z > 200.00 AND z <= 300.00"     subvol_N_3_3_2_snapnum_48.csv
 64     "SELECT COUNT(rockstarId) FROM SMDPL.Rockstar WHERE snapnum=48 AND x > 300.00 AND x <= 400.00 AND y > 300.00 AND y <= 400.00 AND z > 300.00 AND z <= 400.00"     subvol_N_3_3_3_snapnum_48.csv
